title,artist,genre,lyricist,music,key,beat,lyrics,selected,metaphor,metaphor_interpretation,metaphor_source_domain,metaphor_target_domain
Atheethaya Sihinayak | අතීතය සිහිනයක් පමණයි,Karunaratna Divulgane,Classics,Pallegama Hemarathana Himi,Nalaka Anjana Kumara,D,7/8,"අතීතය සිහිනයක් පමණයි  
සැබෑ සුවඳක් නැ 
එදා සෙනෙහෙන් නොබැදුනානම්  
මෙදා වියොවක් නැ 
තැනූ මන්දිර බිදී වැටුනත්  
නෙතේ කදුලක් නැ 
සිනහවෙන්නට වරම් නොලදත්  
හිතේ කිළුටක් නැ 
සොබා දහමට නොවන අවනත  
ලොවේ කිසිවක් නැ 
ලොවේ පැරදුම මිසක කිසිදා 
ලැබූ දිනුමක් නැ",0,,,,
Andara Yaye | අන්දර යායේ,Karunaratna Divulgane,Inspirational,Kumara Liyanage,Rohana Dharmakeerthi,D minor,4/4,"අන්දර යායේ වැව්තාවුල්ලේ  
සක්මන් කරනා අප්පච්චී 
දොලේ දියයි මට කෙතේ නිලයි  
ගහ වැලේ මලයි මට අප්පච්චී 
වළාකුලේ දා බිදු තවරා  
මහපොළවට මහ වැසි ගෙනෙනා 
දිවි ගමනේ ඉම කදුමුදුනේ හිද  
පිතු සෙනෙහේ කඳුලැලි සලනා 
තුරු හිස මුදුනේ මල් ඵලදා 
කැකුළු මුවට ඵල වැල නෙලුවා 
ඒ දඬු මං බැද සත්කුළු පව් බිද 
සිදාදියට යන මං තැනුවා",0,,,,
Asata Asuwana |  ඇසට අසුවන,Karunaratna Divulgane,New Pop,Mahinda Dissanayaka,Gunadasa Kapuge,F,4/4,"ඇසට අසුවන මායිමේ  
බඹර සැණකෙළි මල් විලේ  
ලසෝ ලැව් ගිනි ඇව්ලුනා සිත  
ඔබ මගෙන් වෙන් වූ දිනේ  
සියපතක් මත විසුල පිණි කැට  
සැඩ සුළං වැද සර සරින් හෙත 
මගෙන් රිදවුම් දෙවුණු මොහොතක 
ඔබේ වත මට නැගෙයි සිහියට 
සතර අත පෙති විහිද විකසිත 
මලේ මල් මී මමණයුරු දැක 
ඔබේ ලවනත සැදුන මීවිත  
මත් කලා මතකයි මගේ සිත",0,,,,
Adaraya Sundara Waradaki | ආදරය සුන්දර වරදකි,Karunaratna Divulgane,New Pop,Yamuna Malani Perera,Gunadasa Kapuge,F minor,4/4,"ආදරය සුන්දර වරදකි 
කිසිදා සමාවක් නම් නැති 
මට පෙන්නලා ආලේ හැටි 
නුඹ දුන්නු දුක හොදටම ඇති 
ඉදුවර නුවන් දෑලේ වැටී පැගී 
දැහැනේ වෙලී උන්මාද වුයේ මා 
වෙනෙකෙකූ දිහා බැලුමට යලි 
මට නෙත් නැතැයි කෙදු‍රැවේ කවුරුන්දෝ 
පුළුවර තාලා වීණා බදින් දැවැටී 
රතගැලි බැදී නින්නාදයේ අනුරා 
හද ස්වර තලා කම්පිත‍ වේවි 
මට මා පවා නැති කලේ කවුරුන්දෝ",1,ආදරය සුන්දර වරදකි,ආදරය වැරදිකාර දෙයක් ලෙස හැඟුනද එය සුන්දර වේ,සුන්දර වරද,ආදරය
Kala Wewen Gath |  කලා වැවෙන් ගත්,Nanda Malani,Classics,Sunil Ariyarathna,Stanley Pieris,Bb major,6/8,"&   
කලා වැවෙන් ගත් දිය දෝතක් සේ 
වටී වටී ඔබ මට මැ වටී 
බෝධියකින් වට බෝ කොළයක් සේ 
අගී අගී ඔබ මට මැ අගී 
කැටපත් පවුරින් ගිලිහුණු කවියක් 
සොරකම් කරගත් සෙරක ලෙසින් 
සඟවාගෙන ඔබ සුරකිමි හද ගැබ 
තනිවම කියවමි පදරුත් පසිඳමි 
සමනල සිරසින් විහිදුණු බුදු රැස් 
සයැසින් දැකගත් මෙහෙණක මෙන් 
පරමානන්දය ලබමින් ඔබ ළඟ 
සඟමොක් සැපතෙහි අමරස වළඳමි",0,,,,
Kadamandiye |  කඩමණ්ඩියේ,Nanda Malani,Classics,Sunil Ariyarathna,H.M.Jayawardhana,C minor,3/4,"කඩමණ්ඩියේ දොළ අයිනේ නුඹව පෙනී 
නැවතී බලනවා මොහොතක් කොහොම හරී 
කතා නැතිව සිටියත් ගොළු වෙලා අපී 
දාහක් දේ තිබේ කීමට බැරුව වැසී 
ගහ කොළ වලට දාහක් ඇස් ඇති හින්දා 
සුළඟට සියුම් දාහක් කන් ඇති හින්දා 
කවදාවත්ම නුඹ මට නොලැබෙන හින්දා 
මුනිවත හොඳයි දෙබසින් දුක වැඩි හින්දා 
සයුර මොටද දිය දෝතක් බොන්න බැරී 
ඔරුව මොටද වතුරේ පැද යන්න බැරී 
දෑස මොටද සිතු සේ දැක ගන්න බැරී 
කුසුම මොටද ළංවී රොන්ගන්න බැරී",0,,,,
Hada Wila Kalabana |  හද විල කළඹන,Nanda Malani,Classics,Dharmasiri Gamage,Nanda Malani,Ab major,4/4,"හද විල කළඹන පෙම් ජල රේඛා 
ඒ විල මැද සීතල සඳ රේඛා 
දෑසෙහි තවරා ආදර රේඛා 
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා 
වරලස අක්‌ බඹරුන් රැඳි රේඛා 
දෙනෙතෙහි නිලිපුල් මල්පෙති රේඛා.. 
දෙතොලෙහි ආදර හසරැලි රේඛා 
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා 
නීල පළිඟු කැට නෙත් මිණි රේඛා 
බාල වන්දනී නළලත රේඛා.. 
ආල නුරාවෙන් බැඳි රන් රේඛා 
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා 
දෑල ළැමැද රන් ගෝමර රේඛා 
ඈතදි පෙන්වන කෝමල රේඛා.. 
මෑතදි බැලුවිට ආදර රේඛා 
ඔබ රුව සිහිනෙන් හද ඇඳි රේඛා",0,,,,
Galana Gangaki | ගලන ගඟකි,Nanda Malani,Classics,Chandrarathna Manawasingha,Pandith Amaradewa,G major,3/4,"ගලන ගඟකි ජීවිතේ දයාලූ ලෝකයේ 
මිහිර පතා ආදරේ  
මිහිර පතා ආදරේ 
ලපළු නටයි ගංතෙරේ 
වැලිතල කිති කවන නටන  
පෙම් රළ වැළ ඉවුරු බඳින 
මිහිතලයට සුවය දැනෙන 
උකුළු තලය බඳු නැලැවෙන 
පෙමට පෙම පුදා.. 
තුඩට තුඩු දිදී.. 
කුරුළු ගී නගයි 
ආ..දරේ..බැදීලා..",0,,,,
Deno Dahak Nuwan |  දෙනෝ දාහක්,Nanda Malani,Classics,Kularathna Ariyawansa,Victor Rathnayaka,C major,7/8,"දෙනෝ දාහක් නුවන් අතරේ 
කවුරුදෝ මා 
තනි කළේ….. තනි කළේ 
…..පාසැල් බිමේ 
සිනා කෙළිලොල් තෙපුල් රහසේ 
දෙඩූ තැන් අද ගොළු වෙලා 
සොඳුරු පාසැල් පියස 
කඳුලින් බොඳ වෙලා 
කැදැල්ලෙන් ඔබ වෙන් වෙලා 
නිබඳ ඔබ මා ඇවිද ගිය තැන් 
සෙවණ දුන් ගහ කොළ පුරා 
බිමට බරවුණු කැකුළු 
අතු ඉති මැලවිලා 
දුකින් හදවත ගොළුවෙලා",1,කැදැල්ලෙන් ඔබ වෙන් වෙලා,නිවසින් ඔබ නික්ම ගොසින්,කැදැල්ල,නිවස
Chandra Madulu Yata |  චන්ද්‍රමඬුළු යට,Nanda Malani,Classics,Mahinda Algama,Nanda Malani,Ab major,4/4,"චන්ද්‍රමඬුළු යට සුරංගනාවන් 
දූ සනහන්නට ගීත ගයනවලු 
දුවේ එපා ඒ කතා අහන්නට 
මේ නැළවිලි ගී මමයි කියන්නේ 
රන් තැටියට කිරි පැණි පුරවාගෙන 
හඳහාමී දූ බලන්න එනවලු 
දුවේ එපා ඒ කතා අහන්නට 
හඳහාමී කෙලෙසද මෙහි එන්නේ 
කිරි මුට්ටිය නුඹෙ ගඟේ ගියාලූ 
ගඟට උඩින් කිරි කොක්කු ගියාලූ 
දුවේ එපා ඒ කතා අහන්නට 
මමයි නුඹට ලේ කිරි කර දෙන්නේ 
දූ අල්ලන්නට හැන්දෑ යාමේ 
මල්ලක් අරගෙන බිල්ලෙක් එනවලු 
ධීර දුවේ මා බිය නොම වන්නේ 
සිහළ ලෙයයි නුඹ සිරුර දිවෙන්නේ",0,,,,
,Nanda Malani,Buddhist songs,Ashoka Kolambage,D.D.Danny,D,4/4,"බුදු සාදු බුදු සා..දු සඳුන් ගසක් වෙන්නම් 
මම සමන් වැලක් වෙන්නම් 
ඔබගේ පාමුල සමන් වැලක්වී 
ඔබගේ පාමුල සමන් වැලක්වී 
සුවඳ මලින් සැරසෙන්නම් 
ඔබ වැඩි අරණේ සඳුන් ගසක්වී 
ඔබ වැඩි අරණේ සඳුන් ගසක්වී 
සිසිල සෙවන රඳවන්නම් 
බුදු සාදු බුදු සා………දු නෙළුම් මලක් වෙන්නම් 
මම නෙළුම් මලක් වෙන්නම් 
ඔබගේ පියවර මැනුම් ඉදිරියේ 
ඔබගේ පියවර මැනුම් ඉදිරියේ 
මුදු පා පිස්නක් වෙන්නම් 
 &",0,,,,
Budu Karuna |  බුදු කරුණා,Nanda Malani,Buddhist songs,Anuradha Senevirathne,Nanda Malani,C minor,3/4,"බුදු කරුණා දෑස තෙමී 
මෙත් සිහිලැලි ඇද හැලුණා 
නිවා තාප ලෝ කතරේ 
අමා වතුර ගලා බසී 
බුදු කරුණා දෑස තෙමී 
කඳු වැටිවල නිසොල්මනේ 
ගහ කොළ මල් පිපී නටයි 
නැවුම් පොළොව නව නිල්ලේ 
බුදු සිරිපා පහස ලබයි 
කෙළෙස් මලින් උකටලි සිත 
නිවා තවන සුවය සොයයි 
නිසල ඔබේ බුදු රුව ළඟ 
මගෙ හද භාවනා කරයි",0,,,,
Araliya Landata |  අරලිය ලන්දට,Nanda Malani,New Pop,Priyantha Dharmawansa,Carlo Wijesiri,A minor,2/4,"අරලිය ලන්දට සඳ පායන කොට 
තුරුලිය මල් වට බඹරු බමන විට 
සිව් සිය සිය දහසට ඇඟිලි ගණිනා මට 
ඔබ ගැන සිහිවෙනවා එතකොට 
ගී පද ලියැවෙනවා 
රඹවන් හේනේ කරල් පැසෙන කොට 
අඹ මල් ගානේ  
ගිරව් හඬන විට දොඹ තුරු මානේ  
සෙවන දකින මට 
ඔබ ගැන සිහිවෙනවා එතකොට  
සි ති විලි ඉගිලෙනවා 
දඬු‍වැල් බෑ මී සුවඳ දැනෙන කොට 
පඬුවන් අහසේ  
තරු පායන විට හැඬුමට නොහැකිව  
දෙඇස වසන මට 
ඔබ ගැන සිහි‍වෙනවා එතකොට  
සිහිනය උපදිනවා",0,,,,
Buddhanubhawena |  බුද්ධානුභාවේන,Nanda Malani,Buddhist songs,Sunil Ariyarathna,Nanda Malani,A major,3/4,"බුද්ධානුභාවේන සිත් නෙත් පහන් වී 
මෙත් මල් පිපීලා මුදිතා ජලාසේ 
නංවා ප්‍රභා ලොව්තුරා රශ්මි මාලා 
හෙළ දෙරණ ජන ජයතු ජය මංගලානී 
තණ්හා උපාදාන පරිදේව වියැකී 
අඥාන අඳුරේ දැල්වී ප්‍රදීපේ 
හඬවා නුවන් දැල් මංගල්‍ය ප්‍රීතී 
හෙළ දෙරණ ජන ජයතු ජය මංගලානී 
භෘංගාවලී රාව ප්‍රතිරාව නංවා 
බන්දා ප්‍රශංසා ජය කේතු කේලී 
දසතින් ගලා ක්ෂීර පායාස ධාරා 
හෙළ දෙරණ ජන ජයතු ජය මංගලානී",0,,,,
Ayanna Kiyanna |  අයන්න කියන්න,Nanda Malani,Classics,Sunil Ariyarathna,Mervin Perera,A major,4/4,"අයන්න කියන්න ලොවටම ඇහෙන්න 
එන්න මගේ මල්ලී 
දුවන්න පනින්න නටන්න ගයන්න 
එන්න මගේ නංගී 
පාසල නම් රන් දෙවොලේ 
දෙවියන් වන් ගුරු කැළගේ 
සිත දිනමින් පා හෙවණේ 
ශිල්ප ලබා මතු දවසේ 
ලෝකය දකින්න එහි සැරිසරන්න 
එන්න මගේ මල්ලී එන්න මගේ නංගී 
කාසි පනම් හිටි හැටියේ 
සතුරෝ ගෙන යති රහසේ 
පොතින් පතින් ලද දැණුමේ 
ධනය සදාකල් සුරැකේ 
ඥානය වඩන්න කාලය ගෙවන්න 
එන්න මගේ මල්ලී එන්න මගේ නංගී",1,පාසල නම් රන් දෙවොලේ,රත්රන් වලින් ඉදිකල දේවාලයක් බඳු වූ වටිනාකමක් සහිත පාසල,රන් දේවාලය,පාසල
Man Mula wee |  මං මුලා වී,Gunadasa Kapuge,Classics,Sunil Ariyarathna,Gunadasa Kapuge,F minor,4/4,"මං මුලා වී පාර හොයාගෙන  
හසරක් අසමින් යන ගමනේ 
මං මුලා වූ සමනලියකගෙනි  
පාර අසා……. තිබුනේ   
ඇයත් නොදන්නිය ඇය යන මානය 
උන් හිටි තැන් මතකය අඩමානය 
පාර කියන්නේ කෙලෙසද මා හට 
ඇයටද පාරක් ඇති නැති ගානය 
අප හමු වූයේ මන්දැයි නොදනිමි 
පාර ඇසූවේ ඇයි දැයි නොකියමි 
අපේ ගමන අද නවතනු හැකි නම් 
අප යන ගමනද අද මෙතැනින් නිමි",1,මං මුලා වූ සමනලියකගෙනි,තනි කාන්තාවක්,මංමුලා වූ,තනි වූ
Man Hinda Obe – මං හින්දා ඔබෙ,Gunadasa Kapuge,,Lushan Bulathsinhala,Gunadasa Kapuge,C,2/4,"මං හින්දා ඔබෙ නෙතඟින් කඳුළක් හෙලන්නෙපා 
මං හින්දා ඔබෙ හද තුල සුසුමක් නැඟෙන්නෙපා 
ගිවිසා ගනිමු අපි 
පෙම් යුවලක් සේ කිසිදා එක් නොවෙනා 
අහස් මාලිඟා නැහැ ඔබ නිසා මැවී 
සැක සංකා නැහැ ඔබ ගැන හිතේ රැඳී 
හිමිකම් නොකියමි ඔබට මගේ කිසිදා 
උරණ නොවන්නෙමි ඔබ අන්සතු වූ දා 
අතැඟිලි බන්ධන නොපතමි පෙමින් බැඳී 
ඔබ සිරකරලන දොරගුලු දමණු බැරී 
නෑ කුල සිරිතෙන් සැලෙනා පෙමක් නොවේ 
පෙමට පෙමින් යන පෙම් ලොව මෙයයි අපේ",0,,,,
Duka Hadu Dena |  දුක හාදු දෙන,Gunadasa Kapuge,Classics,Wasantha B Dissanayaka,Gunadasa Kapuge,E minor,3/4,"දුක හාදු දෙන රැයේ සිත පතුලටම වෙලා 
යෞවනේ අපට විය විරහි හද ගිලන් වෙලා   
ගහ කොල ද මල් පිපේ ඇළ දොළ  
නිල කඩා හැලේ 
පෙරදාක මිරිඟු සයුරේ ඒ රුවට රැවටුනේ 
නන්නාඳුනන ලෙසේ මග තොට  
යලිත් හමුවෙලා 
මහමෙර හිසින් දරාගෙන අපි යමු දුරස් වෙලා",1,දුක හාදු දෙන රැයේ,ඉතා දුක්බර වූ රාත්‍රිය,දුක හාදූ දීම,ඉතා දුක්බර වීම
Domba Mal Kalawe |  දොඹ මල් කැලෑවේ,Gunadasa Kapuge,Old Pops,Wasantha B Dissanayaka,Gunadasa Kapuge,F minor,6/8,"දොඹ මල් කැලෑවේ බමරුන් ගැයූ 
කවියක් වගේ ආදරේ... 
අත්වැල් බැඳන් යන්න  ලංවී ලඟින් ඉන්න 
සංසාර ගිරි දුර්ගයේ...   
රෑ පිණි පොදේ සීත මිටියාවතේ 
මේ කේතකී මල් වනේ... 
සඳ සේ උදාවූ සෙනෙහේ නිමාවේද 
දුක් දොරකඩින් හෙට දිනේ 
කටු තුඩු මතින් එන්න කුර ගාව ගාවා 
හිනැහී දෙතොල් ඉරි තලා.. 
පෑතුන් සඳක් නිසරු අහසේ දිලේවා 
කටුවැට උඩින් පාවෙලා",1,කවියක් වගේ ආදරේ,ආදරය බඹරුන් ගැයූ මිහිරි කවියක් මෙනි,කවිය,ආදරය ත
Dethola Nokee De |  දෙතොල නොකී,Gunadasa Kapuge,Old Pops,Lushan Bulathsinhala,Gunadasa Kapuge,F major,2/4,"දෙතොල නොකී දේ දෙනෙතේ කියවෙනවා 
වසන් කරන හිත මුහුණේ ලියවෙනවා 
නංගිගේ පාමුල ඉර හද තියලා 
ආදර හිත ලග කවුරුද මුවා උනේ  
හැඩරුව බලලා කැඩපත වෙහෙසන්නේ 
පුංචි හිතේ පොඩි මදුමල් පිපිලාදෝ 
ගෙදර බුදුන් මුව උදානයක් වූ 
නංගිගේ හිත ලග කවුරුද මුවා උනේ 
බාල බොලදියේ ඉස්සර සුරතල් වූ 
කවට සිනා කෙලි සගවා තබුවාදෝ 
වසන්තයට පෙර කැකුලට ලංවී 
නංගිගේ හිත ලග කවුරුද මුවා උනේ",0,,,,
Desa Nilupul |  දෑස නිළුපුල්,Gunadasa Kapuge,,Piyananda Wijesundara,Gunadasa Kapuge,C minor,4/4,"දෑස නිළුපුල් තෙමා  කඳුළු මුතුවැල් සලා  
දෙතොල සුසුමින් පුරා ඉකිබිඳ 
හඬනු මල් මාලියේ  හඬනු මල් මාලියේ  
නිහඬ හදවත් පොතේ ලියැවුනූ  
සොඳුරු ගී වැල් නැතේ මා තැනූ  
ඔබේ කඳුලැලි මා සිතේ  
නිබඳ පදවැල් ඇඳේ   
නිබඳ පදවැල් ඇඳේ 
පබළු මිණිමුතු නැතේ මා සතූ  
කඳුළු මුතු ඇට ඔබේ මා පැතූ  
තුසර පිණි ලෙස මල් මතේ  
කඳුළු කොපුලේ රැඳේ 
කඳුළු කොපුලේ රැඳේ",0,,,,
Dawasak Pala Nethi |  දවසක් පැල,Gunadasa Kapuge,Classics,,,D minor,3/4,"දවසක් පැල නැති ‍හේනේ  
අකාල මහ වැහි වැස්සා  
තුරුලේ හංගාගෙන මා ඔබ‍ තෙමුනා අම්මේ 
පායනතුරු හිටි පියවර හිටියා ඔබ අම්මේ  
නුවර වීදි යටකරගෙන  
නින්දා වැහි වැගිරුනදා 
බිරිඳකගේ සෙනෙහෙ ගියා  
යෝධ ඇලේ නැම්මේ 
ඔබෙ සෙනෙහස සුවඳ දිදී    
දැනුනා මට අම්මේ 
කොළඹ අහස කළුකරගෙන  
මුහුදු හුළඟ හඬලනකොට ‍ 
ඔටුන්න බිම දා දුවගෙන  
එන්නද එක පිම්මේ 
මම එනතුරු ඉදිකඩ ළඟ  
ඉන්නවාද අම්මේ 
මම එනතුරු...ඉදිකඩ ළඟ  
ඉන්නවා...ද අම්මේ....",1,නින්දා වැහි වැගිරුනදා,දැඩි ලෙස නින්දා අපහාස වලට ලක්වීම,වැහි වැගිරීම,දැඩි ලෙස යමකට ලක්වීම
Birinda Mage Oba |  බිරිඳ මගේ ඔබ,Gunadasa Kapuge,Classics,,,E minor,2/4,"බිරිඳ මගේ ඔබ  නැ මා ඔබ‍ගේ බිරිඳ නොවේ 
දෑගිලි හුයකින් බැඳි පමණින් මා ඔබගේ  
බිරිඳ ‍නොවේ.. …….ඔබගේ බිරිඳ නොවේ 
ඔබ පෙම් කල අය ඔබට ලැබී නැත 
මා පෙම් කල අය මටද ලැබී නැත 
මාව් පිය නෑ සිය ආසිරි ගී මැද  
දෑගිලි පමණක් එකට බැඳී ඇත 
දෑගිලි පමණක් එකට බැඳී ඇත 
සිරුරින් එකතැන හදවත් දෙතැනක  
දෙදෙනෙකු වෙමු අපි එකම වහලයට.. 
ඔබෙත් මගෙත් හද ගැහෙනා රාවය 
අපට මියෙන තුරු හැදිනිය හැකිවෙද.. 
අපට මියෙන තුරු හැදිනිය හැකිවෙද",0,,,,
Dam Patin La |  දම් පාටින් ලා,Gunadasa Kapuge,Classics,Lushan Bulathsinhala,Austin Munasinghe,D major,4/4,"දම් පාටින් ලා සඳ බැස යනවා  
ආකාසේ රන්වන් පාටයි 
සමුගෙන යන්න මගෙන් තව මොහොතයි 
නොදොඩා ඉන්නේ ඇයි……..  
නොදොඩා ඉන්නේ ඇයි 
දම් පාටින් සඳ මුහුණ පෙනෙනවා  
වෙන්වී යන මොහොතක් නෑගෙයි 
දෑසට ලංව තවත් මේ මොහොතේ 
ගොළුවී ඉන්නෙමි මම්………..  
ගොළුවී ඉන්නෙමි මම් 
සෙවනැලි නොමැකේ නම් 
එළිය කළු නොවේ නම් 
බිත්ති පුරා ඔබෙ සෙවනැලි ඇන්දේ  
තනිය මකාගන්නයි 
එනතුරු සොයා මගේ සෙනෙහස මතුදා 
රෑ කල දිගුවේ නම් 
ලා සඳ නොමැකේ නම් 
නෙළුම් පතක ‍රැදි පිණිබිඳුවක් සේ  
ලමැද තලා යහනේ  
ඉන්නම් පමාවෙලා හිරු නැගෙන තුරා",1,දම් පාටින් ලා සඳ බැස යනවා,ඉර උදා වෙනවා,ලා සඳ බැස යනවා,ඉර උදා වෙනවා
Bindu Bindu Tharaka |  බිංදු බිංදු තාරකා,Gunadasa Kapuge,Old Pops,Lushan Bulathsinhala,H.M.Jayawardhana,D minor,6/8,"බිංදු බිංදු තාරකා කඳුලු මල් විලේ 
උමතු වී සඳයි ඔබයි හිනැහුණා ‍රැයේ 
සුබපැතුම් අගාධයේ ගීතිකා ඇසේ 
අහිමි වූ ආදරේ රත්පියුම් පිපේ 
තනිවී ගිම්හානයේ වැළපේ කොවුලා වනේ.. 
සඳ මත ආදරයේ සෑය මැවේ  
වියැකී බඹර ගීත මලක රොන් දැනේ 
විෂ මදු පුරවා විතේ ගෙනදී දෝතින් ඔබේ.. 
මා හද සෑය දවා දෑස නිවා 
නන්වනු මන්දහාස මියෙන මා නෙතේ",1,බිංදු බිංදු තාරකා කඳුලු මල් විලේ,දැඩි ලෙස ඇඬූ කඳුලින්,කඳුලු මල් විල,මහා ලෙස වේදනාවෙන් හැඬීම
Bimbarak Senaga |  බිම්බරක්,Gunadasa Kapuge,Old Pops,Rathna Sri Wijesinge,Gunadasa Kapuge,C minor,6/8,"බිම්බරක් සෙනග ගැවසුන චන්ද්‍ර සූර්යා ඉපදුන  
ස්වර්ණ භූමියේ මනරම් මාළිගාව කෝ 
යුද්දේකට ඇවිත් රුපුසෙන් සත් මුහුදුමතින් ගුවනින්  
කම්බි වට කලේ මනරම් මාළිගාවදෝ 
මාළිගාවදෝ  
ට්‍රැක්ටරේ යකඩ ගජසෙන් කුංචනාදයෙන් ඇලළුන  
වෘක්ශ දේවතාවන් බිම වැටී පණ ගසයි 
මිනී මල් පිපුන සීතල නිම්න භූමියේ ඇටකටු  
හතර රියන් කඩ අහිමිව විලාපය නගයි 
විලාපය නගයි 
කැළෑ මල්පිපී රතු තොල් වලින් කෑගසා ඉල්ලන  
ජාතියේ නිධානය රන් රුවන් කරඬු කොයි 
වෑකන්ද කඩා බිම්කටු කම්බියෙන් බෙදා මේ රණ 
බිමේ හිසගසා දමනා කඩුව බිම දමව් 
කඩුව බිම දමව්",0,,,,
Ayiyandiye |  අයියන්ඩියේ,Gunadasa Kapuge,Classics,Nimal Ananada,Gunadasa Kapuge,A minor,3/4,"අයියන්ඩියේ නුඹ ඇවිදින් ගිය දවසේ 
ගිණි ඇවිලුනා කැනිමඬලට අපෙ නිවසේ 
එක පත අනා එකටම කෑ පෙර දවසේ 
මං අමතකද නුඹ රජ වූ අද දවසේ  
අම්මා එක්ක දබරව පැද ගිය වත්තේ 
ලැම දා ගියා බත හිර වුනි කුස ගින්නේ 
දෑසේ කඳුළු වැහි පොද ලෙස වෑහෙන්නේ 
වී පෑලකට ඇයි උබ විරසක වෙන්නේ 
ඉරට සැපක්දෝ නියඟය දළුලෑම 
සඳට සැපක්‍දෝ ඝණ දුර පීදීම 
නුඹට සැපක්දෝ අපි තනිකර යෑම 
මහ පොළවකට නඩු හබ ඇයි ගතු කීම",0,,,,
Awado Sansare |  ආවාදෝ,Gunadasa Kapuge,Classics,Mahinda Dissanayaka,Gunadasa Kapuge,A minor,2/4,"ආවාදෝ........ සංසාරේ 
මා හා බැදී   සැමදා….. පාවි මාගෙ  
සෙවනැල්ල සේ 
ආවාදෝ........ සංසාරේ  
ඔරුවක් පාවුනා පාලුවේ සාගරේ 
තොටියෙක් යාවුනා සිරුවේ සීතලේ 
මිහිරේ ගී ගැයුනාවේ තනිය නසා  
තනිය නසා 
කතරේ වාලුකා පැයුමෙන් වේලුනා 
වැහැලා ඒ බිමෙ මී මලක් පිදුනා 
සිහිල ලබා සිහිලැල්ලෙ නිවී ගියා  
නිවී ගියා",1,සංසාරේ,පෙම්වතිය,සංසාරය,පෙම්වතිය
Ahasa Usata |  අහස උසට,Gunadasa Kapuge,Old Pops,Saman Guna Herath,Gunadasa Kapuge,G minor,6/8,"අහස උසට නැග ගියාට නැහැනේ අහසේ රැඳෙන්නේ  
අහසේ මාලිගා තැනුවට අපි පොළොවේ සිටින්නේ 
අහස උසට නැග ගියාට නැහැනේ අහසේ රැඳෙන්නේ 
අහසේ මාලිගා තැනුවට අපි පොළොවේ සිටින්නේ  
ලඹ කැටයේ අත්වාරුව බිත්ති දිගේ නගින්නේ  
බිත්තිය ඉහලට යනකොට අපි පොඩියට පෙනෙන්නේ 
සිමෙන්ති කඳුලින් දියකර සත් මහලයි තනන්නේ  
පලංචියේ කිරි කිරියයි අපේ දුකට හඩන්නේ",1,අහසේ මාලිගා,සිහින මන්දිර,අහස,සිහින
Ahasa Se Oba |  අහස සේ ඔබ,Nanda Malani,Classics,Sunil Ariyarathna,Rohana Weerasingha,B minor,7/8,"අහස සේ ඔබ අනන්තයි 
සයුර සේ ඔබ අනන්තයි.. 
මේ විශ්වයේ මා දකින්නේ…..ඒ 
ඔබමැ පමණයි...ඔබ අනන්තයි 
අනන්තයි 
වෙණ තතක් හැඩවෙන තැනත් ඔබ 
මදුවිතක් උතුරන තැනත් ඔබ... 
තෙළිතුඩක් දැවටෙන තැනත් ඔබ 
පන්හිඳක් ගැවසෙන තැනත් ඔබ 
අඩ සඳක් සැගවෙන තැනත් ඔබ  
රළ පෙළක් පෙරලෙන තැනත් ඔබ.. 
සිසිලසක් දනවන තැනත් ‍ඔබ 
උණුසුමක් ගෙනදෙන තැනත් ඔබ",1,අහස සේ ඔබ අනන්තයි,බුදු ගුණ අහස සේ අනන්තයි,අහස,අනන්තය
Adaraye Wedanawa |  ආදරයේ වේදනාව,Nanda Malani,Old Pops,Kithsiri Nimal Shantha,Rohana Weerasingha,F minor,6/8,"ආදරයේ වේදනාව හදට දැනුනු යම් දවසක  
හුදකලාව නොතැවී යලි  
එන්න මා සොයා….. එන්න මා සොයා 
දේදුනු පැහැයෙන් දිදුලන ආදර විජිතය හැරදා 
රැජින පලා ගිය මොහොතක  
නොතැවී යලි ඈ සිහිකර  
එන්න මා සොයා….. එන්න මා සොයා 
ජීවිතයට මිහිර ලතැවුල ඔබ තුරුලට ලංවූදා 
නොතැවී හිද තනියහනේ 
මතක සුලං රොදක එතී  
එන්න මා සොයා….. එන්න මා සොයා",1,දේදුනු පැහැයෙන් දිදුලන ආදර විජිතය හැරදා,වර්ණවත් වූ ආදරයක් පෙන්වා,දේදු⁣න්නේ පාට,වර්ණවත් වූ ආදරය
